"UniqueID","run_name","run_order","sample","group","SEM_file","blank1","blank2","ABS_file","CobleA","CobleB","CobleC","CobleM","CobleT","Fpeak","Stedmon_D","Optical_Brighteners","dieselBandII","Petroleum","Lignin","BIX","HIX","FI","M_to_C","JP5_empirical","JP5_normalized","Diesel_Chen"
"BIOFAC_13","run1",13,"Group002Sample0003","Group002","Group002Sample0003SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0003ABS.dat",0.0209105564445656,0.0272418986856458,0.0204454891149767,0.022516333099826,0.0291831539680964,0.00408032294792584,0.00974905173769602,0.0169987137012788,0.00776203738063317,0.0254578388925817,0.0320381333776418,0.854352814757085,1.99694876273331,1.53712906137103,1.10128610634863,1.49341317034803,0.0527123035040075,8.2306097144964
"BIOFAC_130","run4",10,"Group001Sample0010","Group001","Group001Sample0010SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0010ABS.dat",0.0252907267094712,0.0602885937651279,0.0237364243376795,0.0281318480931759,0.0555990086159331,0.0380125528921014,0.0112676466380937,0.018642516029905,0.00864985518819974,0.0323205174831332,0.0649057411666327,0.891748281684551,1.26789529541142,1.6532474543607,1.18517632196687,2.84702160825553,0.0758093336783084,13.6364449865399
"BIOFAC_131","run4",11,"Group002Sample0001","Group002","Group002Sample0001SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0001ABS.dat",0.0224335625709179,0.0171001655353582,0.0210480231812646,0.0245856369537761,0.018778766578566,0,0.0104954909801288,0.0165551408020283,0.00774343931747462,0.0275331942309202,0.0414208045313682,0.870117525351032,2.39100318740505,1.51565241599573,1.1680734452849,0.989190783274166,0.0355160692411905,7.57110696699285
"BIOFAC_132","run4",12,"Group002Sample0002","Group002","Group002Sample0002SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0002ABS.dat",0.0224167828111775,0.0224482827851348,0.0214666489718785,0.0249417353413623,0.0184772816207061,0.0157481294998292,0.0101492841474914,0.0169140984647901,0.00798560694562558,0.0290838363580813,0.00123287178606737,0.887428354188833,2.16356255689808,1.61173147553386,1.16188303884953,1.06550230030927,0.0367905880028494,8.24469909404217
"BIOFAC_133","run4",13,"Group002Sample0003","Group002","Group002Sample0003SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0003ABS.dat",0.0239074930707376,0.0243513493498331,0.022441135409516,0.0254876593766269,0.0229815801031664,0.0225427225319751,0.0099661651499624,0.0175686319047786,0.00775856959339982,0.0266378678550316,0.00348106113181789,0.906051448162618,1.88409498995218,1.60074625373947,1.13575623120295,1.31243401947198,0.0431340393426474,9.02667751102147
"BIOFAC_134","run4",14,"Group002Sample0004","Group002","Group002Sample0004SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0004ABS.dat",0.023901519061002,0.0377814648314874,0.0229934561869796,0.0268359993442829,0.0358628968852909,0.0142138870841863,0.0104053579363803,0.0176885059579882,0.00813108746928188,0.0279906924179617,0.0499874382908778,0.916449848790959,1.24380855977818,1.55299358621485,1.16711464018529,2.00912877575826,0.0601477243021193,11.5526352819561
"BIOFAC_135","run4",15,"Group002Sample0005","Group002","Group002Sample0005SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0005ABS.dat",0.0236727636930141,0.0266505473308743,0.0222600529193884,0.0251060736950447,0.0307889990285773,0.00215862668791378,0.0103755323942788,0.0173109547148226,0.00792102059356997,0.0264464267394694,0.0435642245982704,0.857630953052182,1.14734422237854,1.56327179942745,1.12785327986249,1.75993369815916,0.054054760901341,11.6447957239025
"BIOFAC_136","run4",16,"Group002Sample0006","Group002","Group002Sample0006SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0006ABS.dat",0.0253625052386506,0.0510756972616987,0.0235184217303157,0.027376337298568,0.0483969070479926,0.0224300516825377,0.0106767047769688,0.0185332633065713,0.00843443798682149,0.0290722998462922,0.0363856766142561,0.843231777411697,1.30473899423709,1.57372206345682,1.16403802995332,2.53045021278609,0.0718061801917757,12.1444274296164
"BIOFAC_137","run4",17,"Group002Sample0007","Group002","Group002Sample0007SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0007ABS.dat",0.0230425148095264,0.0169585097865231,0.0222672838632454,0.025260156527068,0.0200618120645746,0.0304940216045752,0.0107198974164444,0.0169700565059549,0.00846310580863763,0.0275408040998259,0.00493358451559591,0.827857914707246,2.04185426840797,1.61083540110603,1.13440672343351,1.14750928311964,0.0386345432308755,8.51241713076421
"BIOFAC_138","run4",18,"Group002Sample0008","Group002","Group002Sample0008SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0008ABS.dat",0.0227779468974614,0.0324753744745287,0.0228864294853693,0.0264653829382453,0.0321093390128769,0.0305376252909585,0.0104611634388062,0.0172292718582835,0.00776735020046715,0.0269106357036949,0.0312407772422601,0.873186244038043,1.54332354094399,1.55204393095235,1.15637884691293,1.68461100645953,0.0537942127146143,9.95547493953761
"BIOFAC_139","run4",19,"Group002Sample0009","Group002","Group002Sample0009SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0009ABS.dat",0.0233625777713739,0.0146512428834767,0.022262021488371,0.0248054741314253,0.0190921712820141,0.0099484950422151,0.0095102512153784,0.017555259449417,0.00792706639108164,0.0284663877457538,0.00467205504076831,0.846996641885476,2.30972995068835,1.58820930378467,1.11425074961782,1.05950322033158,0.0359258551686731,8.23328415818446
"BIOFAC_14","run1",14,"Group002Sample0004","Group002","Group002Sample0004SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0004ABS.dat",0.0220711576137727,0.0555692204047154,0.0218036604085252,0.0232411022110077,0.0446206166237617,0.0400356830683731,0.0104852879127581,0.0177375390082301,0.00771957823300511,0.0271354644420565,0.0301993776151286,0.884639224806808,1.27565456006281,1.56725939084342,1.06592662771066,2.34403457993953,0.0718549755756074,11.3583629744933
"BIOFAC_140","run4",20,"Group002Sample0010","Group002","Group002Sample0010SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0010ABS.dat",0.0233120227162013,0.0240867305307026,0.0215796696222778,0.0248533444274237,0.0473691553949962,0,0.0107266974494506,0.0168741540369014,0.00803175939843925,0.0278321209239423,0.020686257728813,0.864106446214525,1.12827055588667,1.56824091063555,1.1517018037091,2.28819567566655,0.0722403809364263,10.4423219032193
"BIOFAC_141","run4",21,"Group003Sample0001","Group003","Group003Sample0001SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0001ABS.dat",0.0235396967335108,0.033395146479321,0.0220438337695901,0.0251921993118751,0.0568139533706158,0.0568924425258504,0.010529578470206,0.0176316916364482,0.00818894756971241,0.0277598653688211,0,0.917071905319547,1.09042581428735,1.56542379964067,1.14282295789348,2.68461649361324,0.081283660053008,11.651301028266
"BIOFAC_142","run4",22,"Group003Sample0002","Group003","Group003Sample0002SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0002ABS.dat",0.0234630324559688,0.0142715103240173,0.0225192854086596,0.0233567032202717,0.044374016415918,0.0402177974902937,0.0106107814253974,0.0169871041124022,0.00836223651374547,0.0272442819306774,0.0483203992940986,0.91730547773471,1.14328651890269,1.52871544283924,1.03718669559959,2.03294415427811,0.0663923101962079,10.0892788823692
"BIOFAC_143","run4",23,"Group003Sample0003","Group003","Group003Sample0003SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0003ABS.dat",0.0234907809566793,0.0214945775029196,0.0218382144346955,0.0253086200468513,0.0441871321873632,0.0417113947678581,0.0106020718968731,0.0178390550340886,0.00795769984115876,0.0273517957472112,0,0.835070857833253,1.05626031242008,1.52728516611171,1.15891434817318,2.16188569098634,0.0704772607933043,10.2867986485024
"BIOFAC_144","run4",24,"Group003Sample0004","Group003","Group003Sample0004SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0004ABS.dat",0.0234045225502424,0.0156970845919968,0.0225786218200486,0.0243119305759092,0.0396687077828833,0.0336386172946857,0.0109119845201682,0.0171854702773653,0.00804952104969334,0.0277242290164925,0.0188472322291489,0.890753513561527,1.15081405593773,1.62164388885777,1.0767676951089,2.00850363621603,0.0643256677213433,10.1700228909332
"BIOFAC_145","run4",25,"Group003Sample0005","Group003","Group003Sample0005SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0005ABS.dat",0.0221438800253376,0.0604655167308396,0.0216966409411014,0.0248186234046488,0.0792364734244927,0.0242266458131232,0.0102100762102329,0.0176937552790737,0.00766181111996706,0.0280035302518456,0.0286041277453668,0.942385715546431,0.775263876550475,1.59495787046032,1.14389243348878,3.79387569357663,0.110066284556702,13.7446261453255
"BIOFAC_146","run4",26,"Group003Sample0006","Group003","Group003Sample0006SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0006ABS.dat",0.0221275986183973,0.0128654159353163,0.0216393762795023,0.0237414122914279,0.044131852260271,0.00266465650804296,0.0102019228113195,0.0164282741742985,0.00746070905450469,0.0265734767884746,0.0200330314513767,0.865016848147157,1.10208391516907,1.57705991886212,1.09713939924954,2.00429586277309,0.0685775436711822,9.60100768488673
"BIOFAC_147","run4",27,"Group003Sample0007","Group003","Group003Sample0007SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0007ABS.dat",0.0212080037555007,0.0150557384400765,0.0208337616737771,0.0231345986637713,0.0463894284672662,0.0343452621636455,0.0100004586163744,0.0169957084779457,0.00740829028682687,0.0265244721018249,0.0331988791629177,0.886309724364604,1.06928560428802,1.67887250118218,1.1104379048787,2.05847574343807,0.0701787957051723,9.95344209931156
"BIOFAC_148","run4",28,"Group003Sample0008","Group003","Group003Sample0008SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0008ABS.dat",0.0219836642857516,0.0168056735270459,0.0212311840669698,0.0240462090368806,0.0431169370536876,0.0406983107628019,0.00982877433733288,0.016645976913591,0.00755273423855514,0.0263919801384207,0.0433294161904851,0.874294711881407,1.03378012501886,1.6525313325349,1.13258916511822,2.06532908565388,0.0694402833217831,9.91183724912617
"BIOFAC_149","run4",29,"Group003Sample0009","Group003","Group003Sample0009SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0009ABS.dat",0.0222504133080259,0.0427243216873909,0.0218153223100959,0.0245159632671048,0.065562844066369,0.00869687875325452,0.00993412674010873,0.0162978796890407,0.00711009981500051,0.0266149264223851,0.0402698890420208,0.898395089169893,0.922301086908647,1.66819481892419,1.1237956019453,3.06951846407425,0.0943230880445504,12.2862912930743
