date,tank,day_night,timepoint,time,treatment,Run,Date,SampleNumber,UniqueID,Notes
4/1/2026,S6,night,4/1/2026 21:00,21:00:00,sump,3,4/8/2026,41,BIOFAC_90,
4/1/2026,1,day,4/1/2026 12:00,12:00:00,MONOA,3,4/8/2026,42,BIOFAC_91,
4/1/2026,2,day,4/1/2026 12:00,12:00:00,6SP,3,4/8/2026,43,BIOFAC_92,
4/1/2026,3,day,4/1/2026 12:00,12:00:00,MONOB,3,4/8/2026,44,BIOFAC_93,
4/1/2026,,day,4/1/2026 12:00,12:00:00,,3,4/8/2026,45,BLANK5,
4/1/2026,4,day,4/1/2026 12:00,12:00:00,FAKEA,3,4/8/2026,46,BIOFAC_94,
4/1/2026,5,day,4/1/2026 12:00,12:00:00,3SP,3,4/8/2026,47,BIOFAC_95,
4/1/2026,6,day,4/1/2026 12:00,12:00:00,MONOA,3,4/8/2026,48,BIOFAC_96,
4/1/2026,7,day,4/1/2026 12:00,12:00:00,FAKEA,3,4/8/2026,49,BIOFAC_97,
4/1/2026,8,day,4/1/2026 12:00,12:00:00,FAKEB,3,4/8/2026,50,BIOFAC_98,
4/1/2026,9,day,4/1/2026 12:00,12:00:00,3SP,3,4/8/2026,51,BIOFAC_99,
4/1/2026,10,day,4/1/2026 12:00,12:00:00,MONOB,3,4/8/2026,52,BIOFAC_100,
4/1/2026,11,day,4/1/2026 12:00,12:00:00,FAKEB,3,4/8/2026,53,BIOFAC_101,
4/1/2026,12,day,4/1/2026 12:00,12:00:00,FAKEA,3,4/8/2026,54,BIOFAC_102,
4/1/2026,13,day,4/1/2026 12:00,12:00:00,6SP,3,4/8/2026,55,BIOFAC_103,
4/1/2026,,day,4/1/2026 12:00,12:00:00,,3,4/8/2026,56,BLANK6,
4/1/2026,14,day,4/1/2026 12:00,12:00:00,MONOB,3,4/8/2026,57,BIOFAC_104,
4/1/2026,15,day,4/1/2026 12:00,12:00:00,FAKEB,3,4/8/2026,58,BIOFAC_105,
4/1/2026,16,day,4/1/2026 12:00,12:00:00,6SP,3,4/8/2026,59,BIOFAC_106,
4/1/2026,17,day,4/1/2026 12:00,12:00:00,FAKEB,3,4/8/2026,60,BIOFAC_107,
4/1/2026,18,day,4/1/2026 12:00,12:00:00,MONOA,3,4/8/2026,61,BIOFAC_108,
4/1/2026,19,day,4/1/2026 12:00,12:00:00,3SP,3,4/8/2026,62,BIOFAC_109,
4/1/2026,20,day,4/1/2026 12:00,12:00:00,MONOA,3,4/8/2026,63,BIOFAC_110,
4/1/2026,21,day,4/1/2026 12:00,12:00:00,MONOB,3,4/8/2026,64,BIOFAC_111,
4/1/2026,22,day,4/1/2026 12:00,12:00:00,FAKEA,3,4/8/2026,65,BIOFAC_112,
4/1/2026,23,day,4/1/2026 12:00,12:00:00,3SP,3,4/8/2026,66,BIOFAC_113,
4/1/2026,,day,4/1/2026 12:00,12:00:00,,3,4/8/2026,67,BLANK7,
4/1/2026,24,day,4/1/2026 12:00,12:00:00,6SP,3,4/8/2026,68,BIOFAC_114,
4/1/2026,S1,day,4/1/2026 12:00,12:00:00,sump,3,4/8/2026,69,BIOFAC_115,
4/1/2026,S2,day,4/1/2026 12:00,12:00:00,sump,3,4/8/2026,70,BIOFAC_116,
4/1/2026,S3,day,4/1/2026 12:00,12:00:00,sump,3,4/8/2026,71,BIOFAC_117,
4/1/2026,S4,day,4/1/2026 12:00,12:00:00,sump,3,4/8/2026,72,BIOFAC_118,
4/1/2026,S5,day,4/1/2026 12:00,12:00:00,sump,3,4/8/2026,73,BIOFAC_119,
4/1/2026,S6,day,4/1/2026 12:00,12:00:00,sump,3,4/8/2026,74,BIOFAC_120,
4/6/2026,,day,4/6/2026 18:00,18:00:00,,4,4/16/2026,1,BLANK1,"blank1, 2 filtered out"
4/6/2026,1,day,4/6/2026 18:00,18:00:00,MONOA,4,4/16/2026,2,BIOFAC_121,
4/6/2026,2,day,4/6/2026 18:00,18:00:00,6SP,4,4/16/2026,3,BIOFAC_122,
4/6/2026,3,day,4/6/2026 18:00,18:00:00,MONOB,4,4/16/2026,4,BIOFAC_123,
4/6/2026,4,day,4/6/2026 18:00,18:00:00,FAKEA,4,4/16/2026,5,BIOFAC_124,
4/6/2026,5,day,4/6/2026 18:00,18:00:00,3SP,4,4/16/2026,6,BIOFAC_125,
4/6/2026,6,day,4/6/2026 18:00,18:00:00,MONOA,4,4/16/2026,7,BIOFAC_126,
4/6/2026,7,day,4/6/2026 18:00,18:00:00,FAKEA,4,4/16/2026,8,BIOFAC_127,
4/6/2026,8,day,4/6/2026 18:00,18:00:00,FAKEB,4,4/16/2026,9,BIOFAC_128,
4/6/2026,9,day,4/6/2026 18:00,18:00:00,3SP,4,4/16/2026,10,BIOFAC_129,
4/6/2026,10,day,4/6/2026 18:00,18:00:00,MONOB,4,4/16/2026,11,BIOFAC_130,
4/6/2026,,day,4/6/2026 18:00,18:00:00,,4,4/16/2026,12,BLANK2,
4/6/2026,11,day,4/6/2026 18:00,18:00:00,FAKEB,4,4/16/2026,13,BIOFAC_131,
4/6/2026,12,day,4/6/2026 18:00,18:00:00,FAKEA,4,4/16/2026,14,BIOFAC_132,
4/6/2026,13,day,4/6/2026 18:00,18:00:00,6SP,4,4/16/2026,15,BIOFAC_133,
4/6/2026,14,day,4/6/2026 18:00,18:00:00,MONOB,4,4/16/2026,16,BIOFAC_134,
4/6/2026,15,day,4/6/2026 18:00,18:00:00,FAKEB,4,4/16/2026,17,BIOFAC_135,
4/6/2026,16,day,4/6/2026 18:00,18:00:00,6SP,4,4/16/2026,18,BIOFAC_136,
4/6/2026,17,day,4/6/2026 18:00,18:00:00,FAKEB,4,4/16/2026,19,BIOFAC_137,
4/6/2026,18,day,4/6/2026 18:00,18:00:00,MONOA,4,4/16/2026,20,BIOFAC_138,
4/6/2026,19,day,4/6/2026 18:00,18:00:00,3SP,4,4/16/2026,21,BIOFAC_139,
4/6/2026,20,day,4/6/2026 18:00,18:00:00,MONOA,4,4/16/2026,22,BIOFAC_140,
4/6/2026,,day,4/6/2026 18:00,18:00:00,,4,4/16/2026,23,BLANK3,
4/6/2026,21,day,4/6/2026 18:00,18:00:00,MONOB,4,4/16/2026,24,BIOFAC_141,
4/6/2026,22,day,4/6/2026 18:00,18:00:00,FAKEA,4,4/16/2026,25,BIOFAC_142,
4/6/2026,23,day,4/6/2026 18:00,18:00:00,3SP,4,4/16/2026,26,BIOFAC_143,
4/6/2026,24,day,4/6/2026 18:00,18:00:00,6SP,4,4/16/2026,27,BIOFAC_144,
4/6/2026,S1,day,4/6/2026 18:00,18:00:00,sump,4,4/16/2026,28,BIOFAC_145,
4/6/2026,S2,day,4/6/2026 18:00,18:00:00,sump,4,4/16/2026,29,BIOFAC_146,
4/6/2026,S3,day,4/6/2026 18:00,18:00:00,sump,4,4/16/2026,30,BIOFAC_147,
4/6/2026,S4,day,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,31,BIOFAC_148,
4/6/2026,S5,day,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,32,BIOFAC_149,
4/6/2026,S6,day,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,33,BIOFAC_150,
4/7/2026,,night,4/7/2026 0:00,0:00:00,,4,4/16/2026,34,BLANK4,
4/7/2026,1,night,4/7/2026 0:00,0:00:00,MONOA,4,4/16/2026,35,BIOFAC_151,
4/7/2026,2,night,4/7/2026 0:00,0:00:00,6SP,4,4/16/2026,36,BIOFAC_152,
4/7/2026,3,night,4/7/2026 0:00,0:00:00,MONOB,4,4/16/2026,37,BIOFAC_153,
4/7/2026,4,night,4/7/2026 0:00,0:00:00,FAKEA,4,4/16/2026,38,BIOFAC_154,
4/7/2026,5,night,4/7/2026 0:00,0:00:00,3SP,4,4/16/2026,39,BIOFAC_155,
4/7/2026,6,night,4/7/2026 0:00,0:00:00,MONOA,4,4/16/2026,40,BIOFAC_156,
4/7/2026,7,night,4/7/2026 0:00,0:00:00,FAKEA,4,4/16/2026,41,BIOFAC_157,
4/7/2026,8,night,4/7/2026 0:00,0:00:00,FAKEB,4,4/16/2026,42,BIOFAC_158,
4/7/2026,9,night,4/7/2026 0:00,0:00:00,3SP,4,4/16/2026,43,BIOFAC_159,
4/7/2026,10,night,4/7/2026 0:00,0:00:00,MONOB,4,4/16/2026,44,BIOFAC_160,
4/7/2026,,night,4/7/2026 0:00,0:00:00,,4,4/16/2026,45,BLANK5,
4/7/2026,11,night,4/7/2026 0:00,0:00:00,FAKEB,4,4/16/2026,46,BIOFAC_161,
4/7/2026,12,night,4/7/2026 0:00,0:00:00,FAKEA,4,4/16/2026,47,BIOFAC_162,
4/7/2026,13,night,4/7/2026 0:00,0:00:00,6SP,4,4/16/2026,48,BIOFAC_163,
4/7/2026,14,night,4/7/2026 0:00,0:00:00,MONOB,4,4/16/2026,49,BIOFAC_164,
4/7/2026,15,night,4/7/2026 0:00,0:00:00,FAKEB,4,4/16/2026,50,BIOFAC_165,
4/7/2026,16,night,4/7/2026 0:00,0:00:00,6SP,4,4/16/2026,51,BIOFAC_166,
4/7/2026,17,night,4/7/2026 0:00,0:00:00,FAKEB,4,4/16/2026,52,BIOFAC_167,
4/7/2026,18,night,4/7/2026 0:00,0:00:00,MONOA,4,4/16/2026,53,BIOFAC_168,
4/7/2026,19,night,4/7/2026 0:00,0:00:00,3SP,4,4/16/2026,54,BIOFAC_169,
4/7/2026,20,night,4/7/2026 0:00,0:00:00,MONOA,4,4/16/2026,55,BIOFAC_170,
4/7/2026,,night,4/7/2026 0:00,0:00:00,,4,4/16/2026,56,BLANK6,
4/7/2026,21,night,4/7/2026 0:00,0:00:00,MONOB,4,4/16/2026,57,BIOFAC_171,
4/7/2026,22,night,4/7/2026 0:00,0:00:00,FAKEA,4,4/16/2026,58,BIOFAC_172,
4/7/2026,23,night,4/7/2026 0:00,0:00:00,3SP,4,4/16/2026,59,BIOFAC_173,
4/7/2026,24,night,4/7/2026 0:00,0:00:00,6SP,4,4/16/2026,60,BIOFAC_174,
4/7/2026,S1,night,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,61,BIOFAC_175,
4/7/2026,S2,night,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,62,BIOFAC_176,
4/7/2026,S3,night,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,63,BIOFAC_177,
4/7/2026,S4,night,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,64,BIOFAC_178,
4/7/2026,S5,night,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,65,BIOFAC_179,
4/7/2026,S6,night,4/7/2026 0:00,0:00:00,sump,4,4/16/2026,66,BIOFAC_180,
3/10/2026,,day,3/10/2026 12:00,12:00:00,,5,4/23/2026,1,BLANK1,"blank1, 4 filtered out"
3/10/2026,1,day,3/10/2026 12:00,12:00:00,MONOA,5,4/23/2026,2,BIOFAC_181,
3/10/2026,2,day,3/10/2026 12:00,12:00:00,6SP,5,4/23/2026,3,BIOFAC_182,
3/10/2026,3,day,3/10/2026 12:00,12:00:00,MONOB,5,4/23/2026,4,BIOFAC_183,
3/10/2026,4,day,3/10/2026 12:00,12:00:00,FAKEA,5,4/23/2026,5,BIOFAC_184,
3/10/2026,5,day,3/10/2026 12:00,12:00:00,3SP,5,4/23/2026,6,BIOFAC_185,
3/10/2026,6,day,3/10/2026 12:00,12:00:00,MONOA,5,4/23/2026,7,BIOFAC_186,
3/10/2026,7,day,3/10/2026 12:00,12:00:00,FAKEA,5,4/23/2026,8,BIOFAC_187,
3/10/2026,8,day,3/10/2026 12:00,12:00:00,FAKEB,5,4/23/2026,9,BIOFAC_188,
3/10/2026,9,day,3/10/2026 12:00,12:00:00,3SP,5,4/23/2026,10,BIOFAC_189,
3/10/2026,10,day,3/10/2026 12:00,12:00:00,MONOB,5,4/23/2026,11,BIOFAC_190,
3/10/2026,,day,3/10/2026 12:00,12:00:00,,5,4/23/2026,12,BLANK2,
3/10/2026,11,day,3/10/2026 12:00,12:00:00,FAKEB,5,4/23/2026,13,BIOFAC_191,
3/10/2026,12,day,3/10/2026 12:00,12:00:00,FAKEA,5,4/23/2026,14,BIOFAC_192,
3/10/2026,13,day,3/10/2026 12:00,12:00:00,6SP,5,4/23/2026,15,BIOFAC_193,
3/10/2026,14,day,3/10/2026 12:00,12:00:00,MONOB,5,4/23/2026,16,BIOFAC_194,
3/10/2026,15,day,3/10/2026 12:00,12:00:00,FAKEB,5,4/23/2026,17,BIOFAC_195,
3/10/2026,16,day,3/10/2026 12:00,12:00:00,6SP,5,4/23/2026,18,BIOFAC_196,
3/10/2026,17,day,3/10/2026 12:00,12:00:00,FAKEB,5,4/23/2026,19,BIOFAC_197,
3/10/2026,18,day,3/10/2026 12:00,12:00:00,MONOA,5,4/23/2026,20,BIOFAC_198,
3/10/2026,19,day,3/10/2026 12:00,12:00:00,3SP,5,4/23/2026,21,BIOFAC_199,
3/10/2026,20,day,3/10/2026 12:00,12:00:00,MONOA,5,4/23/2026,22,BIOFAC_200,
3/10/2026,,day,3/10/2026 12:00,12:00:00,,5,4/23/2026,23,BLANK3,
3/10/2026,21,day,3/10/2026 12:00,12:00:00,MONOB,5,4/23/2026,24,BIOFAC_201,
3/10/2026,22,day,3/10/2026 12:00,12:00:00,FAKEA,5,4/23/2026,25,BIOFAC_202,
3/10/2026,23,day,3/10/2026 12:00,12:00:00,3SP,5,4/23/2026,26,BIOFAC_203,
3/10/2026,24,day,3/10/2026 12:00,12:00:00,6SP,5,4/23/2026,27,BIOFAC_204,
3/10/2026,S1,day,3/10/2026 12:00,12:00:00,sump,5,4/23/2026,28,BIOFAC_205,
3/10/2026,S2,day,3/10/2026 12:00,12:00:00,sump,5,4/23/2026,29,BIOFAC_206,
3/10/2026,S3,day,3/10/2026 12:00,12:00:00,sump,5,4/23/2026,30,BIOFAC_207,
3/10/2026,S4,day,3/10/2026 12:00,12:00:00,sump,5,4/23/2026,31,BIOFAC_208,
3/10/2026,S5,day,3/10/2026 12:00,12:00:00,sump,5,4/23/2026,32,BIOFAC_209,
3/10/2026,S6,day,3/10/2026 12:00,12:00:00,sump,5,4/23/2026,33,BIOFAC_210,
3/10/2026,,night,3/10/2026 21:00,21:00,,5,4/23/2026,34,BLANK4,
3/10/2026,1,night,3/10/2026 21:00,21:00,MONOA,5,4/23/2026,35,BIOFAC_211,
3/10/2026,2,night,3/10/2026 21:00,21:00,6SP,5,4/23/2026,36,BIOFAC_212,
3/10/2026,3,night,3/10/2026 21:00,21:00,MONOB,5,4/23/2026,37,BIOFAC_213,
3/10/2026,4,night,3/10/2026 21:00,21:00,FAKEA,5,4/23/2026,38,BIOFAC_214,
3/10/2026,5,night,3/10/2026 21:00,21:00,3SP,5,4/23/2026,39,BIOFAC_215,
3/10/2026,6,night,3/10/2026 21:00,21:00,MONOA,5,4/23/2026,40,BIOFAC_216,
3/10/2026,7,night,3/10/2026 21:00,21:00,FAKEA,5,4/23/2026,41,BIOFAC_217,
3/10/2026,8,night,3/10/2026 21:00,21:00,FAKEB,5,4/23/2026,42,BIOFAC_218,
3/10/2026,9,night,3/10/2026 21:00,21:00,3SP,5,4/23/2026,43,BIOFAC_219,
3/10/2026,10,night,3/10/2026 21:00,21:00,MONOB,5,4/23/2026,44,BIOFAC_220,
3/10/2026,,night,3/10/2026 21:00,21:00,,5,4/23/2026,45,BLANK5,
3/10/2026,11,night,3/10/2026 21:00,21:00,FAKEB,5,4/23/2026,46,BIOFAC_221,
3/10/2026,12,night,3/10/2026 21:00,21:00,FAKEA,5,4/23/2026,47,BIOFAC_222,
3/10/2026,13,night,3/10/2026 21:00,21:00,6SP,5,4/23/2026,48,BIOFAC_223,
3/10/2026,14,night,3/10/2026 21:00,21:00,MONOB,5,4/23/2026,49,BIOFAC_224,
3/10/2026,15,night,3/10/2026 21:00,21:00,FAKEB,5,4/23/2026,50,BIOFAC_225,
3/10/2026,16,night,3/10/2026 21:00,21:00,6SP,5,4/23/2026,51,BIOFAC_226,
3/10/2026,17,night,3/10/2026 21:00,21:00,FAKEB,5,4/23/2026,52,BIOFAC_227,
3/10/2026,18,night,3/10/2026 21:00,21:00,MONOA,5,4/23/2026,53,BIOFAC_228,
3/10/2026,19,night,3/10/2026 21:00,21:00,3SP,5,4/23/2026,54,BIOFAC_229,
3/10/2026,20,night,3/10/2026 21:00,21:00,MONOA,5,4/23/2026,55,BIOFAC_230,
3/10/2026,,night,3/10/2026 21:00,21:00,,5,4/23/2026,56,BLANK6,
3/10/2026,21,night,3/10/2026 21:00,21:00,MONOB,5,4/23/2026,57,BIOFAC_231,
3/10/2026,22,night,3/10/2026 21:00,21:00,FAKEA,5,4/23/2026,58,BIOFAC_232,
3/10/2026,23,night,3/10/2026 21:00,21:00,3SP,5,4/23/2026,59,BIOFAC_233,
3/10/2026,24,night,3/10/2026 21:00,21:00,6SP,5,4/23/2026,60,BIOFAC_234,
3/10/2026,S1,night,3/10/2026 21:00,21:00,sump,5,4/23/2026,61,BIOFAC_235,
3/10/2026,S3,night,3/10/2026 21:00,21:00,sump,5,4/23/2026,62,BIOFAC_236,S2 sample missing
